               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.034475,            0.020113,            0.053633,             0.37244,             0.34622,             0.28082,              0.1309,            0.012488,           0.0077832,            0.020067,            0.009109,            0.009109,            0.009109
                  20,            0.033822,             0.01947,            0.052863,             0.50712,             0.51624,             0.50328,             0.27548,            0.007909,           0.0083147,            0.014302,           0.0090595,           0.0090595,           0.0090595
                  21,            0.033955,            0.019925,            0.051607,             0.40226,              0.3694,             0.33636,             0.18551,            0.010957,           0.0075636,            0.015436,             0.00901,             0.00901,             0.00901
                  22,             0.03381,            0.020153,            0.050116,             0.57143,             0.51904,             0.55261,             0.28291,           0.0089367,           0.0081439,            0.012187,           0.0089605,           0.0089605,           0.0089605
                  23,              0.0334,            0.019845,            0.049355,             0.45742,             0.41906,             0.39902,              0.2012,            0.012009,           0.0081005,            0.014844,            0.008911,            0.008911,            0.008911
                  24,            0.033465,            0.019923,            0.049228,             0.57694,             0.48901,             0.52145,             0.32654,           0.0075047,           0.0068565,            0.014311,           0.0088615,           0.0088615,           0.0088615
                  25,            0.033023,            0.019851,            0.048079,             0.53078,             0.41602,             0.43711,             0.21864,             0.01028,           0.0079871,            0.016553,            0.008812,            0.008812,            0.008812
                  26,            0.033993,            0.019309,            0.046549,             0.64501,             0.53248,             0.58272,             0.35831,           0.0076844,           0.0069591,            0.012884,           0.0087625,           0.0087625,           0.0087625
                  27,            0.033081,            0.019777,            0.045654,             0.61899,             0.53565,             0.56457,             0.30029,           0.0091951,           0.0074183,            0.011974,            0.008713,            0.008713,            0.008713
                  28,            0.032653,            0.019747,            0.045587,                0.66,              0.5374,             0.60969,             0.32771,           0.0089165,           0.0077645,            0.011442,           0.0086635,           0.0086635,           0.0086635
                  29,            0.032548,            0.019643,            0.044153,              0.6806,             0.60334,             0.65707,              0.3817,           0.0077536,           0.0069972,            0.011056,            0.008614,            0.008614,            0.008614
                  30,            0.032519,            0.019163,            0.043569,             0.68804,             0.61203,             0.66599,             0.40141,           0.0076683,            0.007165,            0.009889,           0.0085645,           0.0085645,           0.0085645
                  31,            0.032409,            0.019362,             0.04273,             0.67433,             0.57287,             0.61998,             0.35048,            0.010597,           0.0067422,            0.010045,            0.008515,            0.008515,            0.008515
                  32,            0.032014,            0.019276,            0.041978,             0.67487,             0.56705,             0.61829,             0.36302,           0.0076713,           0.0071871,            0.012086,           0.0084655,           0.0084655,           0.0084655
                  33,            0.032223,             0.01919,            0.041227,             0.53166,             0.55662,             0.57794,             0.29419,             0.01021,           0.0084327,           0.0099063,            0.008416,            0.008416,            0.008416
                  34,            0.031956,            0.018992,            0.040389,             0.72203,             0.61394,             0.68591,             0.39084,           0.0086846,           0.0075408,            0.009241,           0.0083665,           0.0083665,           0.0083665
                  35,            0.032059,            0.019431,            0.039562,              0.6417,             0.63598,             0.67806,             0.40372,           0.0076256,           0.0079511,           0.0089331,            0.008317,            0.008317,            0.008317
                  36,            0.032182,            0.019521,            0.039718,             0.69888,             0.66394,             0.70874,             0.39074,           0.0088554,           0.0080098,           0.0076133,           0.0082675,           0.0082675,           0.0082675
                  37,            0.031332,            0.019001,            0.039477,             0.70221,             0.56985,             0.64861,             0.37299,           0.0090045,           0.0071163,            0.010841,            0.008218,            0.008218,            0.008218
                  38,            0.031251,            0.018979,            0.039152,             0.65327,             0.51463,             0.56532,             0.30766,            0.010751,           0.0081501,            0.012478,           0.0081685,           0.0081685,           0.0081685
                  39,            0.031251,            0.019193,            0.039122,             0.71725,             0.60283,             0.66197,             0.39826,           0.0083436,           0.0068523,            0.011149,            0.008119,            0.008119,            0.008119
                  40,            0.030911,            0.019017,            0.037889,             0.76217,             0.69898,             0.78185,              0.4624,           0.0073589,           0.0078474,           0.0073885,           0.0080695,           0.0080695,           0.0080695
                  41,            0.031496,              0.0193,             0.03603,             0.76163,             0.63053,             0.73434,             0.45983,           0.0073432,           0.0070889,           0.0095487,             0.00802,             0.00802,             0.00802
                  42,            0.031034,            0.018813,            0.036443,             0.70309,             0.64576,             0.72209,             0.40917,           0.0086306,           0.0086672,           0.0074993,           0.0079705,           0.0079705,           0.0079705
                  43,            0.030484,            0.018703,            0.036281,             0.68012,             0.59388,             0.65748,             0.34716,           0.0093466,           0.0081164,            0.009088,            0.007921,            0.007921,            0.007921
                  44,            0.030696,             0.01867,            0.035074,             0.75028,             0.69755,              0.7733,             0.48368,           0.0071015,           0.0073075,           0.0077093,           0.0078715,           0.0078715,           0.0078715
                  45,            0.030241,            0.018403,            0.033917,              0.7936,              0.7587,             0.83189,             0.50559,           0.0064541,             0.00784,           0.0054942,            0.007822,            0.007822,            0.007822
                  46,            0.030143,            0.018732,            0.033947,             0.78456,             0.76094,             0.82983,             0.53485,           0.0068721,           0.0073314,           0.0055558,           0.0077725,           0.0077725,           0.0077725
                  47,            0.030228,            0.018815,            0.032776,             0.76928,              0.6916,             0.77928,             0.48626,           0.0074114,           0.0067051,           0.0069112,            0.007723,            0.007723,            0.007723
                  48,            0.030011,            0.018699,            0.034221,             0.66028,             0.61185,             0.66067,             0.30762,            0.013678,           0.0075939,           0.0068338,           0.0076735,           0.0076735,           0.0076735
                  49,            0.029769,             0.01848,            0.032729,             0.76939,             0.71633,             0.78354,             0.44853,           0.0090243,           0.0080518,           0.0055581,            0.007624,            0.007624,            0.007624
                  50,             0.02972,             0.01899,            0.032207,             0.83201,             0.75767,             0.83313,             0.51483,            0.007884,           0.0059006,           0.0055777,           0.0075745,           0.0075745,           0.0075745
                  51,            0.029415,            0.018584,            0.032142,              0.7836,              0.7569,             0.81968,             0.55457,           0.0062453,            0.006379,           0.0067297,            0.007525,            0.007525,            0.007525
                  52,            0.029384,            0.018564,            0.032652,             0.79876,             0.73077,             0.81734,             0.47379,           0.0083406,           0.0073841,           0.0057156,           0.0074755,           0.0074755,           0.0074755
                  53,            0.029339,            0.018734,            0.031522,              0.6173,             0.59455,             0.63991,             0.38054,           0.0098416,            0.007272,           0.0080106,            0.007426,            0.007426,            0.007426
                  54,            0.029455,            0.018984,            0.031795,             0.70384,             0.65382,             0.72516,             0.45847,           0.0074115,           0.0067352,           0.0069376,           0.0073765,           0.0073765,           0.0073765
                  55,            0.029237,            0.018988,            0.031104,             0.74546,             0.77701,             0.82771,             0.53797,           0.0062981,           0.0067383,            0.004882,            0.007327,            0.007327,            0.007327
                  56,            0.028621,            0.018436,            0.029768,             0.73688,             0.73964,             0.80779,             0.48573,           0.0079584,            0.007249,           0.0061123,           0.0072775,           0.0072775,           0.0072775
                  57,            0.028762,            0.018528,            0.030156,             0.79371,             0.77741,              0.8467,             0.56283,           0.0062839,           0.0068827,            0.004833,            0.007228,            0.007228,            0.007228
                  58,            0.028453,            0.018326,            0.028801,             0.83888,             0.81237,             0.87758,             0.59899,           0.0060143,           0.0067123,           0.0044701,           0.0071785,           0.0071785,           0.0071785
                  59,            0.028599,            0.018618,            0.029178,             0.78736,             0.81531,             0.87233,             0.59991,           0.0060883,           0.0071545,           0.0039855,            0.007129,            0.007129,            0.007129
                  60,            0.028498,            0.018032,            0.028442,             0.79346,             0.75018,             0.83616,             0.49489,           0.0081121,           0.0066932,           0.0041015,           0.0070795,           0.0070795,           0.0070795
                  61,            0.027911,            0.018169,            0.028985,             0.73682,              0.7488,             0.82553,             0.54505,            0.006933,           0.0064455,           0.0042665,             0.00703,             0.00703,             0.00703
                  62,            0.027805,            0.018519,            0.029164,             0.85235,              0.8158,             0.88696,             0.62655,           0.0061135,           0.0057208,           0.0041686,           0.0069805,           0.0069805,           0.0069805
                  63,            0.028764,            0.018305,            0.028356,             0.74492,             0.67708,             0.75198,             0.47082,           0.0088002,           0.0068207,           0.0047956,            0.006931,            0.006931,            0.006931
                  64,             0.02785,            0.018234,            0.028837,              0.8367,             0.80829,             0.88889,             0.62116,            0.005806,           0.0062782,           0.0035647,           0.0068815,           0.0068815,           0.0068815
                  65,            0.028172,            0.017999,            0.028009,             0.74149,             0.78145,             0.83369,             0.58464,           0.0065018,           0.0063795,           0.0040161,            0.006832,            0.006832,            0.006832
                  66,            0.027911,            0.018265,            0.027235,             0.79616,             0.85339,             0.89856,             0.62606,           0.0064248,           0.0064393,           0.0031066,           0.0067825,           0.0067825,           0.0067825
                  67,            0.027427,             0.01782,            0.027637,             0.76087,             0.77519,             0.83793,             0.50355,           0.0075907,           0.0071128,           0.0041311,            0.006733,            0.006733,            0.006733
                  68,            0.027605,            0.018006,            0.025511,              0.8546,             0.81513,              0.8966,             0.54903,           0.0076803,           0.0064989,           0.0030666,           0.0066835,           0.0066835,           0.0066835
                  69,            0.027691,            0.017831,            0.025907,             0.79971,             0.84355,             0.88194,              0.6057,           0.0063821,           0.0065668,           0.0033537,            0.006634,            0.006634,            0.006634
                  70,            0.027671,            0.018008,             0.02631,             0.84225,              0.8387,             0.90016,             0.58353,           0.0072009,           0.0067001,            0.003072,           0.0065845,           0.0065845,           0.0065845
                  71,            0.026683,            0.017684,            0.026647,             0.74662,             0.76344,             0.83109,             0.47184,           0.0083244,           0.0079519,           0.0042635,            0.006535,            0.006535,            0.006535
                  72,            0.027688,            0.017523,            0.025106,             0.81078,             0.76507,             0.84607,             0.51778,           0.0078972,           0.0065133,           0.0038242,           0.0064855,           0.0064855,           0.0064855
                  73,            0.027123,            0.017985,            0.026272,             0.77681,             0.82278,             0.88248,              0.6531,           0.0053279,           0.0062464,           0.0031994,            0.006436,            0.006436,            0.006436
                  74,            0.026763,            0.017947,            0.025301,             0.83809,             0.84054,             0.89529,             0.65501,           0.0059633,           0.0067615,           0.0033272,           0.0063865,           0.0063865,           0.0063865
                  75,            0.026907,            0.017695,            0.024876,             0.74053,             0.82269,             0.86252,             0.55834,           0.0061232,           0.0078336,           0.0032721,            0.006337,            0.006337,            0.006337
                  76,            0.026972,            0.017587,            0.025076,             0.85178,              0.8381,              0.9043,             0.62208,           0.0056341,           0.0063302,            0.002997,           0.0062875,           0.0062875,           0.0062875
                  77,            0.026469,            0.017683,            0.025477,              0.7712,             0.86678,             0.90122,             0.62708,           0.0058458,           0.0065951,           0.0030089,            0.006238,            0.006238,            0.006238
                  78,            0.026272,            0.017705,            0.024459,             0.78691,             0.81902,              0.8941,             0.63082,           0.0057899,           0.0068558,            0.003266,           0.0061885,           0.0061885,           0.0061885
                  79,            0.026411,            0.017705,            0.024053,             0.74552,             0.80587,             0.86978,             0.57769,           0.0075693,           0.0067327,           0.0020941,            0.006139,            0.006139,            0.006139
                  80,            0.026096,            0.017749,            0.025602,             0.75227,             0.85382,             0.88219,             0.63201,           0.0060063,           0.0072347,           0.0028257,           0.0060895,           0.0060895,           0.0060895
                  81,             0.02605,            0.017587,             0.02365,             0.77151,             0.87497,             0.90039,             0.63281,           0.0059688,           0.0072224,           0.0023856,             0.00604,             0.00604,             0.00604
                  82,            0.025876,             0.01768,            0.022705,             0.79314,             0.87218,             0.90936,             0.61936,           0.0060202,            0.006406,           0.0021378,           0.0059905,           0.0059905,           0.0059905
                  83,            0.025702,            0.017626,            0.023288,             0.77965,              0.8749,             0.90079,             0.64613,           0.0052084,           0.0062392,           0.0026326,            0.005941,            0.005941,            0.005941
                  84,            0.025318,            0.017415,            0.022878,             0.83861,             0.79474,             0.87601,             0.61795,           0.0072866,           0.0056411,           0.0020605,           0.0058915,           0.0058915,           0.0058915
                  85,              0.0258,            0.017376,            0.023006,             0.78516,             0.90157,             0.91536,             0.66254,           0.0052862,           0.0061832,           0.0021386,            0.005842,            0.005842,            0.005842
                  86,            0.025638,            0.017538,            0.022066,             0.80254,             0.90241,             0.91874,             0.64148,           0.0060144,           0.0064219,           0.0018486,           0.0057925,           0.0057925,           0.0057925
                  87,            0.025628,            0.017232,            0.022374,             0.76336,             0.88476,             0.91135,             0.71463,            0.005193,           0.0058375,           0.0020973,            0.005743,            0.005743,            0.005743
                  88,            0.025886,            0.017671,            0.022092,             0.73616,             0.88509,             0.89284,             0.60486,           0.0058118,           0.0078103,           0.0020168,           0.0056935,           0.0056935,           0.0056935
                  89,            0.025908,            0.017358,            0.022095,              0.7609,             0.89229,             0.91577,             0.64396,           0.0056402,           0.0075961,           0.0016747,            0.005644,            0.005644,            0.005644
                  90,            0.025378,            0.017383,             0.02226,             0.74225,             0.85318,             0.88853,             0.61119,           0.0059959,            0.007289,           0.0017616,           0.0055945,           0.0055945,           0.0055945
                  91,            0.025022,            0.017168,            0.021134,             0.80055,             0.87369,              0.9175,              0.6154,           0.0058512,           0.0066656,           0.0017382,            0.005545,            0.005545,            0.005545
                  92,             0.02513,            0.016959,            0.021386,             0.76969,             0.89219,             0.91319,             0.68635,           0.0055868,           0.0059579,            0.001824,           0.0054955,           0.0054955,           0.0054955
                  93,            0.025183,            0.016925,            0.020565,             0.73758,             0.88542,             0.91331,             0.65316,           0.0052765,            0.006737,           0.0013929,            0.005446,            0.005446,            0.005446
                  94,            0.024431,            0.017031,            0.020842,             0.76395,             0.88188,             0.91657,             0.63171,            0.005405,           0.0067736,           0.0014571,           0.0053965,           0.0053965,           0.0053965
                  95,            0.024695,            0.016861,            0.020767,             0.70999,             0.88125,             0.89698,             0.64245,           0.0057365,           0.0065577,           0.0014676,            0.005347,            0.005347,            0.005347
                  96,             0.02488,            0.016995,            0.020424,             0.74483,             0.88998,             0.90619,             0.67334,            0.005326,           0.0062901,           0.0014679,           0.0052975,           0.0052975,           0.0052975
                  97,            0.024885,            0.016969,            0.019358,             0.76874,             0.90475,             0.92621,             0.67921,            0.005182,           0.0066422,           0.0015989,            0.005248,            0.005248,            0.005248
                  98,            0.025063,             0.01709,             0.01998,             0.73964,             0.89788,             0.92187,              0.6964,           0.0050266,           0.0065163,           0.0013171,           0.0051985,           0.0051985,           0.0051985
                  99,            0.024314,            0.016912,            0.019328,               0.839,             0.90268,              0.9499,             0.71809,           0.0052733,           0.0061827,           0.0013281,            0.005149,            0.005149,            0.005149
                 100,            0.024309,            0.017094,            0.019931,             0.88981,             0.90065,             0.95235,             0.73462,           0.0048264,           0.0058469,           0.0013499,           0.0050995,           0.0050995,           0.0050995
                 101,            0.024721,            0.017228,             0.01888,             0.79024,              0.9132,             0.93555,             0.66894,           0.0053709,           0.0068883,           0.0010674,             0.00505,             0.00505,             0.00505
                 102,            0.024175,            0.016779,            0.019829,             0.85531,             0.88781,             0.93607,             0.64078,           0.0069734,           0.0062491,           0.0014636,           0.0050005,           0.0050005,           0.0050005
                 103,            0.024023,            0.016466,            0.019642,             0.86344,             0.87349,             0.93442,             0.64594,           0.0064583,           0.0066702,           0.0017356,            0.004951,            0.004951,            0.004951
                 104,            0.024087,            0.016814,            0.019178,             0.82658,             0.86131,             0.94068,             0.66658,           0.0051118,           0.0064544,          0.00096507,           0.0049015,           0.0049015,           0.0049015
                 105,            0.023997,            0.016687,            0.018811,             0.85699,              0.9051,             0.94227,             0.65451,           0.0060195,            0.006978,           0.0011724,            0.004852,            0.004852,            0.004852
                 106,            0.023611,            0.016666,            0.019188,             0.83397,               0.901,             0.94933,              0.7262,           0.0051919,           0.0060367,           0.0011067,           0.0048025,           0.0048025,           0.0048025
                 107,            0.023673,            0.016431,            0.018792,               0.825,             0.89812,             0.94569,             0.69305,           0.0056533,           0.0070475,           0.0010492,            0.004753,            0.004753,            0.004753
                 108,            0.023677,            0.016267,            0.019251,             0.86583,             0.91192,             0.96018,             0.74907,           0.0048938,           0.0065697,          0.00094598,           0.0047035,           0.0047035,           0.0047035
                 109,            0.023862,            0.016714,            0.017741,             0.88631,             0.91691,             0.96347,             0.77104,           0.0044718,           0.0057137,          0.00082561,            0.004654,            0.004654,            0.004654
                 110,            0.023525,            0.016621,            0.017893,             0.89702,             0.91263,             0.96943,             0.79174,           0.0045231,           0.0055672,            0.000818,           0.0046045,           0.0046045,           0.0046045
                 111,            0.023069,            0.016301,            0.017586,             0.80713,             0.84032,             0.93348,             0.62434,            0.005372,           0.0075787,           0.0011462,            0.004555,            0.004555,            0.004555
                 112,            0.023399,            0.016285,            0.018144,             0.81421,             0.93104,              0.9493,             0.70191,           0.0053652,           0.0070231,           0.0008929,           0.0045055,           0.0045055,           0.0045055
                 113,            0.023003,            0.016295,            0.017812,             0.89327,             0.92982,             0.97265,              0.7883,           0.0046651,           0.0052744,          0.00076029,            0.004456,            0.004456,            0.004456
                 114,            0.022873,            0.016196,            0.017432,             0.85395,             0.90322,             0.95809,             0.74005,           0.0045177,           0.0064095,          0.00081679,           0.0044065,           0.0044065,           0.0044065
                 115,            0.022893,             0.01602,            0.017803,              0.8393,             0.89538,             0.95282,             0.76631,           0.0043027,            0.005541,          0.00086436,            0.004357,            0.004357,            0.004357
                 116,            0.022626,             0.01604,            0.016352,              0.8872,             0.91186,             0.96185,             0.72101,            0.005206,           0.0060668,          0.00084263,           0.0043075,           0.0043075,           0.0043075
                 117,            0.022931,            0.016136,             0.01696,             0.88342,             0.94847,             0.97339,             0.73354,           0.0048672,           0.0063979,          0.00071298,            0.004258,            0.004258,            0.004258
                 118,            0.022477,            0.016042,            0.017957,             0.89412,             0.93971,             0.97256,             0.73044,           0.0047545,           0.0063136,          0.00067953,           0.0042085,           0.0042085,           0.0042085
                 119,            0.022241,            0.015968,            0.016685,              0.9137,             0.93041,             0.97308,             0.75873,           0.0051844,           0.0055287,          0.00079672,            0.004159,            0.004159,            0.004159
                 120,            0.022658,            0.015734,            0.015694,             0.88188,             0.93709,             0.96898,             0.74804,           0.0050483,           0.0055151,          0.00070092,           0.0041095,           0.0041095,           0.0041095
                 121,            0.021986,            0.015354,            0.016255,             0.91576,             0.92893,             0.97783,             0.77491,           0.0045958,             0.00523,          0.00066084,             0.00406,             0.00406,             0.00406
                 122,            0.021937,            0.015509,            0.016468,             0.91923,             0.94903,             0.98121,             0.77379,           0.0048276,           0.0054543,          0.00056447,           0.0040105,           0.0040105,           0.0040105
                 123,            0.021952,            0.015338,            0.015121,              0.9484,             0.95553,             0.98446,             0.76429,           0.0048607,           0.0052352,          0.00068184,            0.003961,            0.003961,            0.003961
                 124,            0.021867,            0.015394,            0.015507,             0.95453,             0.96066,             0.98572,             0.76811,           0.0049288,            0.005026,          0.00066171,           0.0039115,           0.0039115,           0.0039115
                 125,            0.021683,             0.01525,             0.01631,             0.91934,             0.92068,              0.9766,             0.73085,           0.0048038,           0.0061767,          0.00058111,            0.003862,            0.003862,            0.003862
                 126,            0.021373,             0.01502,            0.016321,             0.92049,             0.92687,             0.97923,             0.75313,           0.0051704,            0.004875,          0.00065896,           0.0038125,           0.0038125,           0.0038125
                 127,            0.021622,            0.015138,            0.016289,             0.93728,             0.94905,             0.98077,             0.75284,           0.0052488,           0.0048654,          0.00047036,            0.003763,            0.003763,            0.003763
                 128,            0.021713,            0.014955,            0.015383,             0.90904,             0.93523,             0.97596,             0.75688,           0.0045585,           0.0050656,          0.00051726,           0.0037135,           0.0037135,           0.0037135
                 129,            0.021212,            0.014442,            0.015589,             0.94892,             0.95237,             0.98516,             0.79568,           0.0045305,           0.0048146,          0.00050799,            0.003664,            0.003664,            0.003664
                 130,            0.021216,            0.014536,             0.01531,             0.96211,             0.96518,             0.98847,             0.78582,           0.0050175,           0.0049671,          0.00050532,           0.0036145,           0.0036145,           0.0036145
                 131,            0.020633,            0.014526,            0.015188,             0.95969,             0.95481,               0.986,             0.77025,           0.0052239,           0.0050239,          0.00047886,            0.003565,            0.003565,            0.003565
                 132,             0.02064,            0.014506,            0.014346,             0.94804,              0.9545,             0.98543,             0.76626,           0.0047985,           0.0054662,          0.00050997,           0.0035155,           0.0035155,           0.0035155
                 133,            0.020765,            0.014536,            0.014595,             0.94752,             0.94725,             0.98403,             0.76432,           0.0049924,           0.0053714,          0.00049842,            0.003466,            0.003466,            0.003466
                 134,            0.020341,            0.014269,            0.014756,             0.96144,             0.95546,             0.98805,             0.82402,           0.0041144,             0.00423,          0.00045506,           0.0034165,           0.0034165,           0.0034165
                 135,            0.020348,            0.014419,            0.013664,             0.95326,             0.95549,             0.98523,             0.78837,           0.0049723,           0.0045392,          0.00047529,            0.003367,            0.003367,            0.003367
                 136,            0.020288,            0.014071,            0.014254,             0.96495,             0.96237,             0.98801,                0.79,           0.0049552,           0.0044243,           0.0004604,           0.0033175,           0.0033175,           0.0033175
                 137,            0.020018,            0.013965,            0.013687,             0.95343,             0.96327,             0.98627,             0.79827,           0.0047877,           0.0046911,          0.00048001,            0.003268,            0.003268,            0.003268
                 138,            0.020067,            0.014091,             0.01351,             0.95425,             0.96023,             0.98744,             0.81543,           0.0042986,           0.0045182,           0.0004569,           0.0032185,           0.0032185,           0.0032185
                 139,            0.020051,            0.013931,            0.013324,             0.96386,             0.96269,             0.98905,             0.78514,           0.0048486,           0.0047656,          0.00040055,            0.003169,            0.003169,            0.003169
                 140,            0.020084,            0.013865,            0.013534,             0.95158,             0.94921,             0.98529,              0.7778,           0.0044868,           0.0053545,          0.00034747,           0.0031195,           0.0031195,           0.0031195
                 141,            0.019738,            0.013833,             0.01436,             0.94704,             0.94701,              0.9857,              0.7579,           0.0052322,           0.0055252,           0.0003439,             0.00307,             0.00307,             0.00307
                 142,            0.019617,            0.013649,            0.013319,             0.97166,             0.96834,             0.99033,             0.79676,            0.004621,           0.0052076,          0.00040231,           0.0030205,           0.0030205,           0.0030205
                 143,             0.01941,            0.013311,            0.013039,             0.96732,             0.96552,             0.98976,             0.79405,           0.0044804,           0.0052621,           0.0003587,            0.002971,            0.002971,            0.002971
                 144,            0.019239,            0.013438,            0.012881,             0.96981,             0.96919,             0.99119,             0.79648,           0.0043657,           0.0054414,          0.00034274,           0.0029215,           0.0029215,           0.0029215
                 145,            0.019448,            0.013594,            0.012573,             0.95788,             0.95789,              0.9875,              0.7718,           0.0046983,           0.0056421,          0.00032107,            0.002872,            0.002872,            0.002872
                 146,            0.019023,            0.013179,            0.012649,             0.95718,             0.95821,             0.98905,             0.79869,           0.0044157,           0.0050536,          0.00028636,           0.0028225,           0.0028225,           0.0028225
                 147,            0.018928,            0.013306,            0.013249,             0.96891,             0.97344,             0.99125,             0.82149,           0.0043601,           0.0042524,          0.00032106,            0.002773,            0.002773,            0.002773
                 148,            0.018643,            0.013066,            0.012053,             0.98218,             0.98021,             0.99276,             0.83215,              0.0042,           0.0040039,          0.00030299,           0.0027235,           0.0027235,           0.0027235
                 149,            0.018674,            0.013046,            0.011935,             0.97358,             0.97081,             0.99134,              0.8104,           0.0045446,           0.0043764,          0.00033975,            0.002674,            0.002674,            0.002674
                 150,            0.018918,            0.013211,            0.012401,             0.95795,             0.95579,             0.98674,              0.7874,           0.0045693,           0.0050777,          0.00029805,           0.0026245,           0.0026245,           0.0026245
                 151,             0.01843,             0.01281,            0.012851,             0.97139,             0.96803,             0.99132,             0.81129,           0.0041515,           0.0050809,          0.00031012,            0.002575,            0.002575,            0.002575
                 152,            0.018555,            0.012835,            0.012696,             0.96691,             0.97024,             0.99096,             0.78873,           0.0046102,           0.0056647,          0.00027866,           0.0025255,           0.0025255,           0.0025255
                 153,            0.018543,            0.012838,            0.012167,             0.97356,             0.97614,             0.99157,             0.81733,           0.0042579,           0.0050062,           0.0002583,            0.002476,            0.002476,            0.002476
                 154,            0.018418,            0.012823,            0.012034,             0.97975,             0.97087,              0.9917,             0.81246,           0.0045314,           0.0047979,          0.00030895,           0.0024265,           0.0024265,           0.0024265
                 155,            0.018093,            0.012797,            0.011116,              0.9884,             0.97632,             0.99308,             0.83124,           0.0041161,           0.0045061,          0.00027348,            0.002377,            0.002377,            0.002377
                 156,            0.018221,              0.0127,            0.011486,              0.9756,             0.97545,             0.99191,             0.82066,           0.0039235,           0.0051008,          0.00023901,           0.0023275,           0.0023275,           0.0023275
                 157,            0.017863,            0.012579,             0.01227,             0.97841,             0.96812,             0.99188,             0.81517,           0.0042683,           0.0046349,          0.00023432,            0.002278,            0.002278,            0.002278
                 158,            0.017831,            0.012449,            0.011591,              0.9806,             0.97403,             0.99233,             0.83563,           0.0039264,            0.004767,          0.00022922,           0.0022285,           0.0022285,           0.0022285
                 159,            0.017402,            0.012231,            0.011317,             0.98056,             0.97892,               0.993,             0.82798,           0.0040954,           0.0042161,          0.00024046,            0.002179,            0.002179,            0.002179
