               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.023773,            0.016639,            0.018342,             0.74829,             0.92403,             0.93442,             0.69012,           0.0046828,           0.0067062,          0.00080228,            0.008569,            0.008569,            0.008569
                 161,            0.023586,            0.016554,            0.019052,             0.73873,             0.93916,             0.93073,             0.69363,           0.0047433,           0.0063451,          0.00063111,             0.00856,             0.00856,             0.00856
                 162,            0.023816,            0.016516,            0.017934,             0.79237,             0.89569,             0.94646,             0.74398,           0.0047422,           0.0059819,          0.00057048,            0.008551,            0.008551,            0.008551
                 163,            0.023572,            0.016342,            0.017522,             0.86057,             0.91086,             0.97013,             0.81185,           0.0040074,           0.0057552,          0.00059724,            0.008542,            0.008542,            0.008542
                 164,            0.023947,            0.016533,            0.018217,             0.81611,              0.9368,             0.95879,             0.76424,           0.0042699,           0.0063003,          0.00053555,            0.008533,            0.008533,            0.008533
                 165,            0.023455,             0.01649,            0.017927,             0.84884,             0.93297,             0.96661,             0.75656,           0.0042957,           0.0064348,          0.00054696,            0.008524,            0.008524,            0.008524
                 166,             0.02373,            0.016737,            0.017271,             0.77391,             0.91685,               0.945,             0.71847,           0.0045081,           0.0061281,          0.00054904,            0.008515,            0.008515,            0.008515
                 167,            0.023838,              0.0167,             0.01685,             0.81786,             0.92681,             0.95324,             0.75374,           0.0042682,           0.0060829,          0.00061274,            0.008506,            0.008506,            0.008506
                 168,            0.023501,            0.016362,            0.017153,             0.82563,             0.92365,             0.96016,             0.76313,             0.00418,           0.0062089,          0.00055005,            0.008497,            0.008497,            0.008497
                 169,            0.023667,            0.016382,            0.018362,             0.78823,             0.90288,             0.94399,             0.71732,           0.0045294,           0.0059125,          0.00060078,            0.008488,            0.008488,            0.008488
                 170,            0.023252,            0.016182,            0.017672,             0.80943,             0.90878,             0.95112,              0.6973,           0.0047401,           0.0065534,          0.00048432,            0.008479,            0.008479,            0.008479
                 171,            0.023825,             0.01653,            0.016786,             0.83057,             0.91987,             0.96049,             0.73933,           0.0046294,           0.0059726,           0.0004784,             0.00847,             0.00847,             0.00847
                 172,            0.023545,            0.016535,            0.017709,             0.82075,             0.87449,             0.94886,             0.73081,           0.0045819,           0.0063242,          0.00045931,            0.008461,            0.008461,            0.008461
                 173,            0.023355,            0.016303,            0.017799,             0.83602,             0.92497,             0.96016,             0.73625,           0.0046595,            0.005873,          0.00051614,            0.008452,            0.008452,            0.008452
                 174,            0.023211,            0.016103,            0.017252,             0.83372,             0.92185,             0.96023,             0.76344,           0.0042367,           0.0057342,          0.00052155,            0.008443,            0.008443,            0.008443
                 175,            0.023642,            0.015775,            0.017378,             0.84895,             0.90846,             0.95973,             0.73921,           0.0046586,           0.0062746,          0.00045411,            0.008434,            0.008434,            0.008434
                 176,            0.023815,             0.01623,             0.01715,             0.87948,             0.92012,             0.96853,             0.76761,           0.0049817,             0.00567,           0.0004725,            0.008425,            0.008425,            0.008425
                 177,            0.023185,            0.015904,            0.016904,             0.89755,             0.94375,             0.97673,             0.79338,           0.0044501,           0.0052611,          0.00048834,            0.008416,            0.008416,            0.008416
                 178,            0.023279,            0.015912,            0.016641,             0.89793,             0.94494,             0.97571,             0.76715,           0.0046053,           0.0056962,          0.00045997,            0.008407,            0.008407,            0.008407
                 179,            0.023394,            0.016052,            0.017152,             0.87911,             0.90621,             0.96581,             0.74366,           0.0044008,           0.0056932,           0.0004527,            0.008398,            0.008398,            0.008398
                 180,            0.023089,            0.016028,             0.01663,             0.89872,             0.90517,             0.97011,             0.74962,           0.0045621,           0.0060236,          0.00041389,            0.008389,            0.008389,            0.008389
                 181,             0.02267,            0.015721,            0.016424,             0.90999,             0.92332,             0.97628,             0.78322,           0.0042966,           0.0057234,          0.00041878,             0.00838,             0.00838,             0.00838
                 182,            0.022697,            0.015713,            0.016704,             0.90747,             0.90317,             0.97137,              0.7817,           0.0047291,           0.0054751,           0.0004156,            0.008371,            0.008371,            0.008371
                 183,            0.023103,             0.01565,            0.015906,             0.92035,             0.91821,             0.97723,             0.77047,           0.0050762,           0.0056022,          0.00041197,            0.008362,            0.008362,            0.008362
                 184,            0.022688,            0.015721,            0.016411,             0.90395,             0.89325,              0.9689,             0.73567,           0.0046875,           0.0066555,           0.0003671,            0.008353,            0.008353,            0.008353
                 185,            0.022584,            0.015569,            0.017545,             0.91732,             0.93557,             0.97852,              0.7731,            0.004363,           0.0063787,           0.0003823,            0.008344,            0.008344,            0.008344
                 186,            0.022861,            0.015311,            0.017461,              0.9374,              0.9409,             0.98303,             0.79636,           0.0045453,           0.0054945,          0.00040334,            0.008335,            0.008335,            0.008335
                 187,            0.022599,            0.015234,            0.017078,             0.95864,             0.95886,             0.98789,             0.80469,           0.0046589,           0.0047483,          0.00037092,            0.008326,            0.008326,            0.008326
                 188,            0.022595,            0.015346,            0.016817,             0.93344,             0.95086,             0.98403,             0.77006,           0.0046187,           0.0058365,          0.00040477,            0.008317,            0.008317,            0.008317
                 189,            0.022606,            0.015079,            0.016804,             0.92173,             0.94471,             0.98006,             0.75311,            0.004584,           0.0061175,          0.00041417,            0.008308,            0.008308,            0.008308
                 190,            0.022867,            0.015417,            0.017864,             0.93888,             0.94216,             0.98127,             0.76078,            0.005093,            0.005561,          0.00043559,            0.008299,            0.008299,            0.008299
                 191,            0.022446,            0.015128,             0.01594,             0.95406,             0.95725,             0.98711,             0.78308,           0.0049427,           0.0053902,           0.0003872,             0.00829,             0.00829,             0.00829
                 192,             0.02264,            0.014974,            0.015842,             0.94914,             0.94905,             0.98534,             0.78083,           0.0049018,            0.005431,          0.00034533,            0.008281,            0.008281,            0.008281
                 193,            0.022662,            0.015071,             0.01633,             0.93393,             0.93949,             0.98247,             0.77312,            0.004497,           0.0059335,          0.00032968,            0.008272,            0.008272,            0.008272
                 194,            0.022169,            0.014975,            0.018373,             0.95443,             0.95757,             0.98885,             0.81875,           0.0042248,            0.005021,          0.00032419,            0.008263,            0.008263,            0.008263
                 195,            0.022232,            0.014826,            0.015632,             0.96752,             0.96369,             0.99072,             0.82437,           0.0041023,           0.0048865,          0.00029171,            0.008254,            0.008254,            0.008254
                 196,            0.021967,            0.014541,            0.016213,              0.9685,             0.96353,             0.99049,             0.81435,            0.004294,            0.004603,          0.00027312,            0.008245,            0.008245,            0.008245
                 197,            0.022236,            0.014763,            0.015629,             0.95805,             0.95761,             0.98847,              0.8038,           0.0045007,           0.0048147,          0.00029425,            0.008236,            0.008236,            0.008236
                 198,            0.022117,            0.014669,            0.016643,             0.95456,             0.94783,             0.98655,              0.8045,           0.0042738,           0.0052211,          0.00028684,            0.008227,            0.008227,            0.008227
                 199,            0.021933,            0.014429,            0.016224,             0.96212,             0.95807,              0.9886,             0.80204,           0.0044817,           0.0052483,           0.0002933,            0.008218,            0.008218,            0.008218
                 200,             0.02211,            0.014542,             0.01594,             0.96111,             0.95806,             0.98949,             0.81041,            0.004437,           0.0050639,          0.00028796,            0.008209,            0.008209,            0.008209
                 201,            0.021965,            0.014465,            0.015932,             0.94874,             0.96044,             0.98818,             0.79821,           0.0047148,           0.0050185,          0.00030399,              0.0082,              0.0082,              0.0082
                 202,            0.021826,            0.014223,             0.01519,             0.96285,             0.96831,              0.9891,             0.80851,           0.0047287,            0.004858,          0.00027543,            0.008191,            0.008191,            0.008191
                 203,            0.021682,            0.014234,            0.015909,             0.96366,             0.96812,              0.9901,             0.82333,           0.0046871,           0.0046629,          0.00026877,            0.008182,            0.008182,            0.008182
                 204,            0.021397,            0.014151,            0.016381,              0.9782,              0.9717,             0.99213,             0.83215,            0.004246,           0.0043512,          0.00026582,            0.008173,            0.008173,            0.008173
                 205,            0.021456,            0.014152,            0.015622,             0.98373,             0.98539,             0.99356,              0.8492,           0.0039277,           0.0040645,          0.00025235,            0.008164,            0.008164,            0.008164
                 206,            0.021594,            0.013943,            0.015396,             0.97633,             0.97203,             0.99219,             0.83809,           0.0040325,           0.0047519,          0.00023181,            0.008155,            0.008155,            0.008155
                 207,            0.021757,            0.014241,            0.014854,             0.95973,             0.96071,             0.98886,             0.78741,           0.0045508,           0.0054724,          0.00021923,            0.008146,            0.008146,            0.008146
                 208,            0.021584,            0.013891,            0.016212,             0.97942,             0.97198,             0.99279,             0.83217,           0.0041381,           0.0048052,          0.00022013,            0.008137,            0.008137,            0.008137
                 209,            0.021714,              0.0141,             0.01579,             0.96815,             0.97131,             0.99199,             0.81642,           0.0043897,           0.0048795,          0.00022216,            0.008128,            0.008128,            0.008128
                 210,            0.021377,             0.01376,            0.016598,             0.96131,             0.96722,             0.99011,             0.80185,           0.0043921,           0.0051492,          0.00023048,            0.008119,            0.008119,            0.008119
                 211,            0.021645,            0.014004,            0.014782,             0.97359,             0.97484,             0.99218,             0.81755,           0.0044281,            0.004811,          0.00023482,             0.00811,             0.00811,             0.00811
                 212,            0.021289,            0.013854,            0.015427,             0.97514,             0.97839,             0.99264,             0.84172,           0.0039263,           0.0047658,          0.00025443,            0.008101,            0.008101,            0.008101
                 213,            0.021354,            0.013943,            0.015531,             0.97405,              0.9795,             0.99232,             0.84478,           0.0038708,             0.00451,          0.00023529,            0.008092,            0.008092,            0.008092
                 214,            0.021154,            0.013673,             0.01481,             0.98033,             0.98083,             0.99275,             0.84045,           0.0040065,            0.004535,          0.00023691,            0.008083,            0.008083,            0.008083
                 215,            0.021376,            0.013785,            0.014764,             0.98129,             0.97974,             0.99312,             0.84803,           0.0038646,           0.0044457,          0.00025346,            0.008074,            0.008074,            0.008074
                 216,            0.021205,            0.013875,            0.015131,             0.98304,             0.98146,             0.99342,             0.84692,           0.0039242,           0.0045584,           0.0002475,            0.008065,            0.008065,            0.008065
                 217,             0.02109,            0.013434,            0.015293,             0.97786,             0.97256,              0.9924,             0.83168,           0.0040752,            0.005009,          0.00022808,            0.008056,            0.008056,            0.008056
                 218,            0.021102,            0.013855,             0.01503,             0.97032,             0.96957,             0.99096,             0.82167,           0.0040433,           0.0049835,          0.00022195,            0.008047,            0.008047,            0.008047
                 219,            0.020709,            0.013368,             0.01506,             0.97928,             0.97664,             0.99225,             0.83935,           0.0040322,           0.0044896,          0.00022052,            0.008038,            0.008038,            0.008038
                 220,            0.020968,            0.013748,             0.01586,             0.97684,             0.97058,             0.99208,             0.83441,           0.0040993,           0.0044709,          0.00019931,            0.008029,            0.008029,            0.008029
                 221,            0.021104,            0.013376,            0.015181,             0.97828,             0.97305,             0.99233,             0.81999,           0.0041956,           0.0047812,          0.00019922,             0.00802,             0.00802,             0.00802
                 222,            0.021173,            0.013554,            0.015377,             0.98063,             0.98079,               0.993,             0.82662,            0.004106,           0.0047662,          0.00021281,            0.008011,            0.008011,            0.008011
                 223,             0.02068,            0.013494,            0.013923,             0.97998,             0.97735,             0.99266,              0.8258,           0.0040593,           0.0046927,           0.0001883,            0.008002,            0.008002,            0.008002
                 224,            0.020778,            0.013181,            0.015297,             0.97731,              0.9761,             0.99237,             0.82567,           0.0040865,           0.0048411,          0.00018138,            0.007993,            0.007993,            0.007993
                 225,            0.020371,            0.013245,            0.014411,             0.98109,             0.98229,             0.99326,             0.84293,           0.0037737,           0.0044734,          0.00018899,            0.007984,            0.007984,            0.007984
                 226,            0.021056,            0.013563,            0.014788,              0.9803,              0.9787,             0.99308,              0.8414,           0.0039525,           0.0045741,           0.0001815,            0.007975,            0.007975,            0.007975
                 227,            0.020486,            0.012949,             0.01548,             0.97983,             0.97706,             0.99306,             0.84375,           0.0039265,           0.0046979,          0.00017061,            0.007966,            0.007966,            0.007966
                 228,            0.021007,            0.013381,            0.015311,             0.97552,             0.97029,             0.99212,             0.83118,           0.0040272,           0.0047604,          0.00015785,            0.007957,            0.007957,            0.007957
                 229,            0.020632,            0.013204,            0.014286,             0.98478,              0.9733,             0.99268,             0.83731,           0.0041174,           0.0043813,          0.00016666,            0.007948,            0.007948,            0.007948
                 230,            0.020697,            0.013116,            0.015776,             0.98285,             0.98077,             0.99309,             0.83918,           0.0039919,           0.0042378,            0.000176,            0.007939,            0.007939,            0.007939
                 231,            0.020889,            0.013278,            0.015484,             0.98658,             0.98066,             0.99354,             0.85091,           0.0038436,           0.0043683,          0.00018529,             0.00793,             0.00793,             0.00793
                 232,            0.020833,             0.01314,            0.014714,             0.98439,             0.98275,              0.9934,             0.84752,           0.0039453,           0.0043351,          0.00019356,            0.007921,            0.007921,            0.007921
                 233,            0.020392,            0.013127,            0.014774,             0.98525,             0.98098,             0.99355,             0.84925,           0.0039161,           0.0041006,          0.00019692,            0.007912,            0.007912,            0.007912
                 234,            0.020512,             0.01319,            0.014646,             0.97928,             0.98064,              0.9932,             0.84064,           0.0040233,           0.0043255,          0.00018311,            0.007903,            0.007903,            0.007903
                 235,            0.020245,            0.013044,            0.014889,             0.98539,             0.98331,             0.99377,             0.84737,           0.0039318,           0.0041477,          0.00017786,            0.007894,            0.007894,            0.007894
                 236,            0.020415,            0.012941,            0.015708,             0.99029,             0.98529,             0.99397,             0.85598,            0.003843,           0.0040976,          0.00015184,            0.007885,            0.007885,            0.007885
                 237,            0.020388,            0.013011,            0.014042,             0.98763,             0.98897,               0.994,             0.85421,           0.0038246,           0.0040048,          0.00015785,            0.007876,            0.007876,            0.007876
                 238,            0.020432,            0.012711,             0.01389,             0.98567,              0.9855,             0.99367,             0.85996,           0.0036843,           0.0042392,          0.00016117,            0.007867,            0.007867,            0.007867
                 239,            0.020344,            0.013103,            0.013989,             0.98382,             0.98233,              0.9936,             0.86343,           0.0036027,           0.0043116,          0.00016421,            0.007858,            0.007858,            0.007858
                 240,            0.020157,             0.01282,            0.014587,             0.98599,             0.98164,             0.99359,             0.86115,           0.0035702,           0.0044232,          0.00016239,            0.007849,            0.007849,            0.007849
                 241,            0.020134,            0.012724,            0.014508,             0.98587,             0.98123,             0.99336,             0.84953,           0.0037625,           0.0045348,          0.00016251,             0.00784,             0.00784,             0.00784
                 242,             0.01998,            0.012652,            0.014443,             0.98602,             0.98554,             0.99377,             0.85801,           0.0037792,             0.00443,          0.00015653,            0.007831,            0.007831,            0.007831
                 243,             0.02003,            0.012614,            0.013617,             0.98533,             0.98497,             0.99375,             0.85466,           0.0038567,           0.0045315,          0.00014825,            0.007822,            0.007822,            0.007822
                 244,            0.020518,            0.012615,            0.014531,             0.98803,              0.9834,             0.99372,             0.85502,           0.0037492,           0.0045547,          0.00014991,            0.007813,            0.007813,            0.007813
                 245,            0.020249,            0.012808,            0.015021,             0.98693,             0.98517,             0.99371,             0.85788,           0.0037305,           0.0043318,          0.00014735,            0.007804,            0.007804,            0.007804
                 246,             0.02014,            0.012827,            0.013178,             0.98231,             0.98494,             0.99346,             0.85353,           0.0037368,           0.0043457,            0.000147,            0.007795,            0.007795,            0.007795
                 247,            0.019905,            0.012375,            0.013613,             0.98294,             0.98286,             0.99348,             0.85244,           0.0037456,           0.0043382,          0.00015518,            0.007786,            0.007786,            0.007786
                 248,            0.019869,            0.012672,            0.014437,             0.98251,             0.98033,             0.99326,             0.84697,           0.0038498,           0.0044803,             0.00015,            0.007777,            0.007777,            0.007777
                 249,            0.019912,            0.012632,            0.014162,             0.98363,              0.9836,              0.9935,             0.84256,           0.0040465,           0.0043983,          0.00013866,            0.007768,            0.007768,            0.007768
                 250,             0.01976,            0.012398,            0.013724,             0.98672,             0.98638,             0.99396,             0.84893,           0.0039105,           0.0042739,          0.00014403,            0.007759,            0.007759,            0.007759
                 251,            0.020171,            0.012498,            0.014072,             0.99309,             0.99109,             0.99421,             0.85853,           0.0037702,           0.0040327,           0.0001414,             0.00775,             0.00775,             0.00775
                 252,            0.019864,            0.012316,            0.013835,             0.99274,             0.99193,             0.99419,             0.85968,           0.0038001,           0.0040683,          0.00013787,            0.007741,            0.007741,            0.007741
                 253,            0.019609,            0.012745,            0.013967,             0.98953,             0.99169,             0.99407,             0.85411,           0.0039406,           0.0042171,          0.00013478,            0.007732,            0.007732,            0.007732
                 254,            0.019791,            0.012398,            0.014059,             0.98817,             0.98906,             0.99407,             0.84886,           0.0040657,           0.0043693,          0.00012673,            0.007723,            0.007723,            0.007723
                 255,            0.019976,            0.012407,             0.01387,             0.98885,             0.98877,             0.99413,             0.84959,           0.0039805,            0.004365,          0.00012523,            0.007714,            0.007714,            0.007714
                 256,            0.019461,            0.012425,            0.013379,             0.99093,             0.99072,             0.99425,             0.85482,            0.003917,            0.004179,          0.00012408,            0.007705,            0.007705,            0.007705
                 257,            0.019697,            0.012348,            0.013814,             0.99308,             0.99256,             0.99434,             0.85954,           0.0039085,           0.0041739,          0.00012921,            0.007696,            0.007696,            0.007696
                 258,            0.020198,             0.01259,            0.014389,               0.992,                0.99,             0.99427,             0.85682,           0.0040018,           0.0042024,           0.0001268,            0.007687,            0.007687,            0.007687
                 259,            0.019931,            0.012725,            0.013845,             0.99109,             0.99172,             0.99419,             0.85789,           0.0039776,           0.0041517,          0.00012135,            0.007678,            0.007678,            0.007678
                 260,            0.019678,            0.012471,            0.014471,             0.98898,             0.98739,             0.99411,              0.8507,           0.0040642,           0.0042647,          0.00012353,            0.007669,            0.007669,            0.007669
                 261,            0.019659,            0.012353,            0.013318,             0.98859,             0.98609,             0.99393,             0.85709,           0.0040174,           0.0041745,          0.00011984,             0.00766,             0.00766,             0.00766
